dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6
0,0.2693624764444932,-1.7527844014509526,-3.30684289414575,6,high,511,1.9313224010668715,3.391012976314123,-7.012693879154777,12.808228367839385,6.583179656056082,-12.294827290116624,6.741927160469536,-9.315208659512942,-10.077552136966892
0,0.8096915550981634,-2.6305256961736987,-2.036332108570139,6,high,511,1.9313224010668715,3.391012976314123,-7.012693879154777,12.808228367839385,6.583179656056082,-12.294827290116624,6.741927160469536,-9.315208659512942,-10.077552136966892
0,0.2383098360403607,-4.380783747289679,-3.7401571003686764,6,high,511,1.9313224010668715,3.391012976314123,-7.012693879154777,12.808228367839385,6.583179656056082,-12.294827290116624,6.741927160469536,-9.315208659512942,-10.077552136966892
0,0.6907725939685524,-1.1275272068251152,-0.10131376646264852,6,high,511,1.9313224010668715,3.391012976314123,-7.012693879154777,12.808228367839385,6.583179656056082,-12.294827290116624,6.741927160469536,-9.315208659512942,-10.077552136966892
0,0.5639797982407423,0.8229151459266979,-0.07442537636146615,6,high,511,1.9313224010668715,3.391012976314123,-7.012693879154777,12.808228367839385,6.583179656056082,-12.294827290116624,6.741927160469536,-9.315208659512942,-10.077552136966892
0,0.71482174907122,-0.30671699748907005,-0.30671699748907005,6,high,511,1.9313224010668715,3.391012976314123,-7.012693879154777,12.808228367839385,6.583179656056082,-12.294827290116624,6.741927160469536,-9.315208659512942,-10.077552136966892
0,0.0903756463019939,-12.3458343120428,-5.810059660527752,6,high,511,1.9313224010668715,3.391012976314123,-7.012693879154777,12.808228367839385,6.583179656056082,-12.294827290116624,6.741927160469536,-9.315208659512942,-10.077552136966892
0,0.3261736903018092,-1.3830712981251758,-2.531470499270105,6,high,511,1.9313224010668715,3.391012976314123,-7.012693879154777,12.808228367839385,6.583179656056082,-12.294827290116624,6.741927160469536,-9.315208659512942,-10.077552136966892
0,0.9817934834173578,-9.932426494621362,-10.986404677959438,6,high,511,1.9313224010668715,3.391012976314123,-7.012693879154777,12.808228367839385,6.583179656056082,-12.294827290116624,6.741927160469536,-9.315208659512942,-10.077552136966892
0,0.6245305103938428,0.9172736846586976,0.10186684207397921,6,high,511,1.9313224010668715,3.391012976314123,-7.012693879154777,12.808228367839385,6.583179656056082,-12.294827290116624,6.741927160469536,-9.315208659512942,-10.077552136966892
