dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5
0,0.007553746775574854,-5.438901793430083,-4.244676651968164,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
0,0.7646596370330347,-4.326673351621777,-3.90332321158274,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
0,0.9956101043744312,-9.169286054861356,-7.787199984533711,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
0,0.2565518068942556,-4.179554736394597,-3.3447387784745994,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
0,0.5343627950568807,-3.2826076620736253,-2.9621342759017626,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
0,0.08185144776103137,-3.928890172842942,-3.928890172842942,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
0,0.35863940144792106,-3.1377934886649914,-3.1039089163573634,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
0,0.4766050100669279,-2.024981644955609,-2.9574954203110653,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
0,0.742879651097369,-2.736941219898063,-3.7248331967299975,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
0,0.9987997718357388,-7.500549232798894,-7.874102785628281,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
0,0.8280589061802978,-5.265506473993555,-4.573604941914209,5,high,481,0.8317257364574144,3.2469108385057117,-4.279456448968214,4.6394736766759985,-4.688110911182137,4.407763867177367,-3.891803251923444,-4.094962339611828
