dataset_id,x1,x2,component,generation_type,seed
0,0.5771295223827988,0.6695994524907781,0,deterministic,1000
0,10.724277581214654,6.219639971539872,1,deterministic,1000
0,3.699645856258649,1.8020245139665323,0,deterministic,1000
0,-0.19606983383283394,0.5940398386399426,0,deterministic,1000
0,0.9213409964982157,0.41793427743498635,0,deterministic,1000
0,0.9307187010740638,1.0832094921438584,0,deterministic,1000
0,0.8925626983091033,0.5200169246392314,0,deterministic,1000
0,-0.33348833478203943,0.7739827479740446,1,deterministic,1000
0,1.3121180100663634,2.533161065357935,0,deterministic,1000
0,0.8615780114142371,1.7056923749589863,0,deterministic,1000
0,0.6651645467884593,0.9005183019902231,0,deterministic,1000
0,1.407192100341523,1.919387539204449,0,deterministic,1000
0,0.19554169647519482,1.3209315470898573,0,deterministic,1000
0,-0.6179822361167124,1.8672608172777523,0,deterministic,1000
0,0.49401530162244933,-2.0849949465516415,1,deterministic,1000
0,2.2717952764074654,0.0132526712026384,0,deterministic,1000
0,0.6992033272129795,1.3894745542873073,0,deterministic,1000
0,0.673075324823609,0.9542028119927132,0,deterministic,1000
0,1.5950355020765574,0.535332473804659,0,deterministic,1000
0,0.8176226596273577,1.1031928940349816,0,deterministic,1000
0,-2.5984035192012875,1.0584692203240347,1,deterministic,1000
0,6.246722422139212,3.5300109466805063,1,deterministic,1000
0,0.9745171195279277,1.6443238284268147,0,deterministic,1000
0,0.44982613497169965,0.6168525891157022,0,deterministic,1000
0,1.6672813069880168,0.19388438955755893,0,deterministic,1000
0,-0.09692125776857674,0.8219455537615494,0,deterministic,1000
0,0.6955399383031156,2.923010130400007,0,deterministic,1000
0,-0.040437085220154545,1.6504214249403049,0,deterministic,1000
0,0.1770590365609337,2.600083368060653,0,deterministic,1000
0,6.400251693531749,6.145592168305716,1,deterministic,1000
1,1.6495256590558438,1.7610826598318552,1,deterministic,1001
1,2.175838536919505,-0.6350917329887069,0,deterministic,1001
1,0.6764253202974184,2.252984689546058,0,deterministic,1001
1,2.3079456345279814,2.8454604279179936,0,deterministic,1001
1,3.2307073061343936,2.8217988184661804,1,deterministic,1001
1,3.9569512752265403,1.3766761367319185,1,deterministic,1001
1,0.791436046605614,0.0833802504283323,0,deterministic,1001
1,0.349828510284363,-0.6930565075439175,0,deterministic,1001
1,2.4805058497984094,1.4744402005324153,0,deterministic,1001
1,0.6573526656554474,1.0489040373242717,0,deterministic,1001
1,-3.8628879461588994,3.327716078599386,1,deterministic,1001
1,1.3098368649486511,-0.5896512782378973,0,deterministic,1001
1,1.8291149482408935,0.9767011852736204,0,deterministic,1001
1,5.8459994304801235,3.4543051292466194,1,deterministic,1001
1,0.5003680144924421,-1.2119045100203407,0,deterministic,1001
1,0.2692574133019989,2.428485073279969,0,deterministic,1001
1,2.2281939978937473,2.076386252842255,0,deterministic,1001
1,0.6315259552091987,-0.5903717133648763,0,deterministic,1001
1,1.5884017557567636,-0.4332988164784535,0,deterministic,1001
1,-0.0747425840213558,0.9138565100638963,0,deterministic,1001
1,1.3947728665370964,0.6122991808553415,0,deterministic,1001
1,1.7294545918205027,0.892098752605083,0,deterministic,1001
1,-0.20658558449968512,0.3582731864556601,0,deterministic,1001
1,-0.0864463731414109,0.10393487368155063,0,deterministic,1001
1,1.9138638129015144,1.9604702520273327,0,deterministic,1001
1,1.0845425710679124,2.7172309358500524,0,deterministic,1001
1,0.6937006265981103,-0.33993366019719207,0,deterministic,1001
1,5.555678153606836,0.7353440630437902,1,deterministic,1001
1,1.9446538922348102,0.7359972194006811,0,deterministic,1001
1,0.836786697607415,0.03589272677591249,0,deterministic,1001
2,1.5427326215325667,6.230742648691942,1,deterministic,1002
2,0.6736792144640186,-0.2598964845292602,0,deterministic,1002
2,1.0933081068260375,0.47080583383188623,0,deterministic,1002
2,-0.1832010594266924,-0.5487424457482912,0,deterministic,1002
2,0.6500242287369098,1.2966602028589476,0,deterministic,1002
2,1.2173406802207793,0.6476147188864745,0,deterministic,1002
2,0.21275847147219495,-0.02851667190169782,0,deterministic,1002
2,0.49726562875279556,1.7898902024041283,0,deterministic,1002
2,0.2227999905821545,0.4114743520286541,0,deterministic,1002
2,-0.4002361857654919,0.7609026210900796,0,deterministic,1002
2,0.9423811459224569,1.0795798842600206,0,deterministic,1002
2,0.28207853322288856,2.2213933066552505,0,deterministic,1002
2,6.993758034038922,0.8099011879112186,1,deterministic,1002
2,0.026337737207360767,0.5325332185725031,0,deterministic,1002
2,4.035521942301445,4.672933248201726,1,deterministic,1002
2,-4.786072267137539,3.5007845488269345,1,deterministic,1002
2,0.8692885684027712,0.5968792475012832,0,deterministic,1002
2,0.07500237802968068,3.210035319426028,0,deterministic,1002
2,2.408906357659647,7.040801578669452,1,deterministic,1002
2,1.7802448586640867,0.7991853044952202,0,deterministic,1002
2,2.200911925211615,-0.5689952387064843,0,deterministic,1002
2,1.3758664973419217,0.12185263371101818,0,deterministic,1002
2,1.2141445050581234,5.198496572740114,1,deterministic,1002
2,2.7850269314249774,-0.45698330835844314,0,deterministic,1002
2,0.519391413372405,-0.03526212382103955,0,deterministic,1002
2,2.854028741791787,1.4939618079662276,0,deterministic,1002
2,1.912256171757456,1.412670735564499,0,deterministic,1002
2,0.3042309979624188,-1.2887718834240287,0,deterministic,1002
2,0.8872869691061603,-0.07656398078589399,0,deterministic,1002
2,1.0858755266228397,1.1066519708560043,0,deterministic,1002
3,0.22508178121320854,2.4049562049875277,0,deterministic,1003
3,0.2095902863485818,-0.5023708123003816,0,deterministic,1003
3,5.194441709290248,5.021988229095828,1,deterministic,1003
3,-0.19949658445468388,0.19477967334517954,0,deterministic,1003
3,1.1720262817120104,0.34270899042627423,0,deterministic,1003
3,1.259081666053928,2.701981189598018,1,deterministic,1003
3,-1.446775619523467,-0.2766848159897841,0,deterministic,1003
3,3.650392484226947,6.634774946004213,1,deterministic,1003
3,1.0475644669412587,0.7623288316189069,0,deterministic,1003
3,4.658086400873801,4.147824762429523,1,deterministic,1003
3,0.31840150731248773,1.529070401054185,0,deterministic,1003
